,県名,料理名,説明
682,三重県,いわしずし,三重県の魚種別漁獲量はイセエビが全国1位、カタクチイワシが2位、イワシ類が6位と...
683,三重県,かきまぜ,一般に言う五目ずし（混ぜずし）のことで、東紀州地域南部独特の料理であり、別名...
684,三重県,ガラガラおろし,「ガラガラおろし」は、竹でできた専用の鬼おろし器を使ってつくる三重の郷土料理...
685,三重県,きゅうりの冷や汁,伊賀地域では夏場は盆地特有の蒸し暑さが増して食欲がなくなるので、暑い夏を乗り...
686,三重県,こうなごのくぎ煮,春を告げる魚と言われるコウナゴは、イカナゴの別名。三重県では専らコウナゴと呼...
687,三重県,雑煮,三重県は東と西の文化が混沌としている全国でも特殊な地帯である。畿内を守る伊吹...
688,三重県,たこ飯,わが国でのタコ食用の歴史は古く、三重県においても、カキの貝殻が多く見つかった...
689,三重県,ないしょ餅/なべ餅,餅はおめでたい時の食べ物なので、臼と杵で餅をつくと近所にも配るのが一般的であ...
690,三重県,野菜の漬物,三重県内には、さまざまな野菜の漬物がある。鈴鹿山麓地域をはじめ中南勢・東紀州...
691,三重県,まんぼう酢味噌あえ,志摩地方から南紀にいたる熊野灘沿岸にみられる伝統漁の際に、マンボウが捕獲され...
692,三重県,魚のたたき／なめろう,熊野灘沿岸の志摩地方から東紀州地方の漁師街での背の青い小型鮮魚の食べ方の一種...
693,三重県,ちゃつ,人寄せ事の際につくられる郷土料理。もともと僧堂（そうどう）や仏事でつくられて...
694,三重県,魚の漬物（塩辛）,熊野灘に伊勢湾から真水を大量に含んだ内湾の流れが合流するそこはプランクトンが...
695,三重県,落花生の煮豆,東紀州地域南部や中南勢地域では日照が多く、平均気温も高いので落花生の生育に適...
696,滋賀県,いさざ豆,「いさざ豆」は、琵琶湖の固有種でハゼの一種であるイサザと大豆を合わせて佃煮に...
697,滋賀県,ごりの佃煮,「ごりの佃煮」とは、琵琶湖に生息する小魚であるゴリを佃煮にした料理である。ま...
698,滋賀県,いとこ煮,「いとこ煮」とは、小豆を里芋またはかぼちゃと煮た料理である。また、湖北地域を...
699,滋賀県,ふなずし,なれずしは、古来のすしの一つで、塩漬けした魚と米を漬け込み発酵させたものであ...
700,滋賀県,あめのいおご飯,「あめのいおご飯」は琵琶湖の固有種であるビワマスを使った炊き込みご飯で、「あ...
701,滋賀県,小あゆの山椒煮,「小あゆの山椒煮」は、5月から8月上旬にとれる琵琶湖の特産である小アユを甘辛く...
702,滋賀県,丁稚羊羹,「丁稚羊羹」は、小豆、砂糖でつくった餡に小麦粉（あるいは上新粉）を混ぜ蒸して...
703,滋賀県,じゅんじゅん,「じゅんじゅん」とは、牛肉、鶏肉や湖魚などをすき焼き風に味付けをした鍋料理の...
704,滋賀県,赤こんにゃく煮,「赤こんにゃく煮」は、滋賀県の特産品である赤こんにゃくを使った煮物である。 ...
705,滋賀県,しじみ汁,「しじみ汁」はセタシジミを使った滋賀県の郷土料理である。 日本には3種類の在来...
706,滋賀県,えび豆,「えび豆」は、琵琶湖でとれるスジエビを大豆と一緒に甘辛く煮た滋賀県の郷土料理...
707,滋賀県,鯖そうめん,「鯖そうめん」は、焼きサバを煮こんで、そうめんにからめる滋賀県の湖北地域を中...
708,滋賀県,丁字麩のからしあえ,「丁字麩のからしあえ」は、滋賀県のご当地麩である丁子麩を使った定番の郷土料理...
709,滋賀県,日野菜漬け,「日野菜漬け」は、滋賀県の伝統野菜を使用した漬物のことで、平成10年（1998年）...
710,滋賀県,打ち豆汁,「打ち豆汁」とは、かぶや大根、里芋などと一緒に打ち豆を煮て、味噌汁にした料理...
711,滋賀県,湖魚の天ぷら,「湖魚の天ぷら」は、琵琶湖でとれる小アユ、イサザ、ワカサギなどの魚を使った滋...
712,滋賀県,幸福豆,「幸福豆」は滋賀県を代表する昔ながらの「大豆をつかったお菓子」である。農家で...
713,滋賀県,鯖の棒ずし,「鯖の棒ずし」は、お祭りのご馳走として定番の郷土料理である。「鯖の棒ずし」以...
714,滋賀県,ぜいたく煮,「ぜいたく煮」は、漬物の「たくあん」を水に漬け塩を抜き、それを煮ものにした郷...
715,滋賀県,豆腐田楽,滋賀県は人口あたりの寺院数が多く、信仰深い風土があり、豆腐を使う精進料理がよ...
716,滋賀県,泥亀汁,「どんがめじる」または「どろがめじる」ともいう。「泥亀汁」は、五個荘地区の近...
717,滋賀県,おあえ団子,「おあえ団子」は、人参、しいたけ、青菜を入れた白和えに、米粉でつくった団子を...
718,滋賀県,近江牛の味噌漬,「近江牛の味噌漬」は、近江牛を白味噌に漬け込み、数日寝かせてから焼いて食べる...
719,滋賀県,くるみごぼう,「くるみごぼう」は、枝豆でつくった餡とごぼうを和えた料理で、滋賀県甲賀市信楽...
720,滋賀県,しょいめし,「しょいめし」とは醤油を使って炊いた、高島市新旭地域に伝わる伝統料理である。 ...
721,滋賀県,白菜のたたみ漬け,白菜の葉を1枚ずつはがして赤唐辛子や昆布と漬けこむ「白菜のたたみ漬け」は、湖...
722,滋賀県,はす魚田,「ハス」は、もとは琵琶湖と三方五湖の固有種で、コイ科には珍しい魚食性の淡水魚...
723,滋賀県,ひとかわすし,「ひとかわすし」は、滋賀県蒲生郡桜川村でよくつくられた人呼びの時の箱寿司であ...
724,滋賀県,ビワマス刺身,琵琶湖にのみ生息している固有種、ビワマスはサケ目サケ科に属する淡水魚。滋賀県...
725,滋賀県,焼きもろこのどろ酢,ホンモロコは、コイ科モロコ属に分類される淡水魚の仲間で、琵琶湖周辺にのみ生息...
726,京都府,黒豆煮,「黒大豆（くろだいず）」は、京丹波町や南丹市などの丹波地域を主な産地とする黒豆...
727,京都府,たけのこの木の芽和え,身が白くて柔らかく、えぐみが少ないことで知られる“京たけのこ”は、孟宗竹（もう...
728,京都府,万願寺とうがらしとじゃこの炊いたん,「万願寺とうがらしとじゃこの炊いたん」は、京のブランド産品の一つである「万願寺...
729,京都府,白味噌の雑煮,日本各地で、その内容に特色が現れる雑煮。出汁の素材や味、中に入れる具材、餅の形...
730,京都府,ばらずし,若狭湾に面する丹後半島では、サバがよくとれ、古くから大衆魚として親しまれていた...
731,京都府,きごしょう,「伏見（ふしみ）とうがらし」は、京都市伏見区付近で栽培されていた京の伝統野菜。...
732,京都府,宇治金時,「宇治茶」は、日本を代表する高級茶。1191年、栄西禅師が宗から持ち帰ってきた...
733,京都府,千枚漬け,「千枚漬け」は、薄切りにした聖護院かぶを塩漬けにした漬物。「すぐき漬け」「しば...
734,京都府,しば漬け,地下水が流れる京都では、古来より各地で野菜の栽培が営まれてきた。これにより、野...
735,京都府,水無月,砂糖や水あめなどを混ぜた生地を木型で成形した「落雁（らくがん）」や高級食材の和...
736,京都府,壬生菜のからし和え,「壬生菜（みぶな）」は、京都市の壬生地区を発祥とする京の伝統野菜である。180...
737,京都府,松茸ごはん,南丹地域の南丹市、中丹地域の綾部市や福知山市では、松茸生産が盛んにおこなわれて...
738,京都府,ふろふき大根,京都ではさまざまな品種の大根が食べられている。中京区の「青味大根」や北区の「辛...
739,京都府,はもの焼き物,ハモは、京料理に欠かせない魚である。暖流の影響をうける海に生息しており、丹後の...
740,京都府,鯛蕪／聖護院かぶと鯛の煮物,聖護院かぶとタイの煮物「鯛蕪」は、京都市で古くから食べられてきた郷土料理である...
741,京都府,へしこ,海の幸が調達できない印象をもたれることも多い京都だが、日本海に面した丹後地域は...
742,京都府,にしん茄子／茄子とにしんの炊いたん,旬と旬の食材同士の組み合わせ、相性の良い食材の組み合わせを京料理の世界では「で...
743,京都府,肉豆腐,「肉豆腐」は、牛肉と豆腐、ねぎを煮たシンプルな料理。ねぎは、京の伝統野菜「九条...
744,京都府,たけのことふき・生節の炊いたん,全国的に見ても特に質が良いとされる京都のたけのこ。京都に伝来したのは、嵯峨天皇...
745,京都府,古老柿なます,古老柿とは、“鶴の子”という渋柿を使ってつくる、宇治田原町特産の干し柿である。...
746,京都府,すぐき漬け,すぐきは京の伝統野菜のかぶらの一種で、独特の酸味を持つのが特徴の一つである。漬...
747,京都府,ずいきの炊いたん,「ずいきの炊いたん」は、里芋の葉柄であるずいきを使った炊いたん（煮物）で、家庭...
748,京都府,えびいもと棒だらの炊いたん,「えびいもと棒だらの炊いたん」は、エビのようなかたちと縞々の模様が特徴である京...
749,京都府,山椒の葉の佃煮,京都府は北部に丹後山地、中央部に丹波山地と1000m弱の低山地帯を擁し、中丹地...
750,京都府,賀茂なすの田楽,京の伝統野菜の中でも人気が高いのが賀茂なすである。直径10cmを超える丸いかた...
751,京都府,おはぎ,日本各地で親しまれている「おはぎ」。小豆の赤色は古くから邪気を払うものとされ、...
752,京都府,納豆餅,納豆発祥の地は日本各地に諸説あるが、京都府もその一つであるといわれている。京都...
753,京都府,きび餅・あわ餅・とち餅,京都府は北部に丹後山地、中央部に丹波山地と1000m弱の低山地帯を擁し、中丹地...
754,京都府,栗ごはん,京都の名産の一つに、丹波地域でとれる「丹波くり」がある。「丹波くり」は品種では...
755,京都府,さばずし,若狭湾では、サバがよくとれ、古くから大衆魚として親しまれていた。冷蔵技術が発達...
756,大阪府,泉州水なすの浅漬,大阪南部に広がる泉州地域を代表するブランド野菜、泉州水なす。これをぬかや漬物調味液…
757,大阪府,じゃこごうこ,地域特産の泉州水なすをぬか床にじっくり漬け込んだ古漬けを塩抜きし、小海老と甘辛く炊…
758,大阪府,ばらずし,穴子やしいたけなどの具を刻み、すし飯に混ぜ込んだ五目ずし。一説によると、ばらずしの…
759,大阪府,鯨のハリハリ鍋,かつて庶民にとって身近な食材だった鯨肉と、古くから関西を中心に栽培されてきた水菜...
760,大阪府,バッテラ,酢飯の上に薄く切った〆鯖と白板昆布を重ねて、木枠で押した押し寿司。江戸の握り寿司...
761,大阪府,ごより豆/じゃこ豆,泉州地域や河内地域で楽しまれてきた日常食で、大豆と干した小魚・えびを一緒に甘辛く...
762,大阪府,白味噌雑煮,白味噌汁に丸餅、綺麗に形を切り整えた大根、人参、里芋などを加えた料理。雑煮の歴史...
763,大阪府,あかねこ,蒸したもち米と小麦粉をついてできたもちに、砂糖ときな粉をまぶしたもの。「半夏生...
764,大阪府,半助豆腐,蒲焼きにした鰻の頭とともに豆腐を煮込んだもの。上方落語「遊山船」にも登場する料理…
765,大阪府,若ごぼうの炒め煮,油揚げと八尾市特産の若ごぼうを炒め煮にした郷土料理。若ごぼうとは、八尾市を中心に…
766,大阪府,鱧皮ザクザク,古くから海運業や商業で栄えた大阪では、鱧（はも）が大量に水揚げされ流通した。夏が…
767,大阪府,くるみ餅,堺の名物として知られる伝統菓子。その名からクルミが使われているものと思ってしまい…
768,大阪府,恵方巻き/巻きずし,節分の日に、その年の縁起の良い方角（恵方）を向き、太い巻き寿司を丸かぶりする風習…
769,大阪府,大阪寿司,大阪で作られる寿司の総称で、押し寿司、巻き寿司、蒸し寿司などがある。東京で寿司…
770,大阪府,たこ焼き,大阪の味といえばまず思い浮かぶのがたこ焼きであろう。鉄板の丸いくぼみに、だしや…
771,大阪府,船場汁,塩鯖のあらと大根を使った潮汁で、船場で古くから家庭料理として親しまれてきた。鯖…
772,大阪府,きつねうどん,昆布とかつおのだしを利かせたつゆをうどんにかけ、その上に甘辛く煮た油揚げをのせ…
773,大阪府,丁稚ようかん,北摂地域の山村では、江戸時代後期に寒天の製造に成功して以降、寒さが厳しい冬の農…
774,大阪府,蓮根餅,蓮根の穴に紅白のもち米を詰めて蒸したもの。穴が開いているため「将来が見通せる」縁…
775,大阪府,お好み焼き,水、卵で溶いた小麦粉の生地に、細かく切ったキャベツや肉、イカなどを入れ、鉄板で平…
776,大阪府,がっちょの唐揚げ,がっちょとは大阪湾でよく獲れる体長10～20cmほどの魚。ネズミゴチやハタタテヌメリ…
777,大阪府,小田巻き蒸し,うどんが入った大きめの茶碗蒸しで、大阪発祥の郷土料理。紡いだ麻糸を丸く巻いたもの…
778,大阪府,どて焼き,牛のすじ肉を味噌やみりんで長時間かけて煮込んだもの。鍋のふちに味噌を土手のように…
779,大阪府,ハモ鍋,ハモは大阪湾に古くから生息しており、近世中期のころには大阪で流通するようになった…
780,大阪府,紅ずいきと油揚げの炊いたん,ずいきとは里芋の葉茎のことで、関西では昔から夏の伝統野菜として親しまれてきた。…
781,大阪府,桜餅,塩漬けした桜の葉でピンク色の餅を巻いた菓子で、春の季語にもなっている。桜餅は全国…
782,大阪府,大阪しろ菜の辛子和え,大阪しろ菜は、山東菜あるいは白菜と、体菜の交雑によってできた品種だといわれている…
783,大阪府,串カツ,牛肉や野菜、魚介類などバラエティ豊かな具材を串に刺してフライにしたもの。揚げたて…
784,大阪府,大阪漬,浅漬けの一種。大根やかぶを刻み、葉茎もともに塩漬けにしたもの。数時間から一晩...
785,大阪府,紅しょうが天,その名の通り、紅しょうがの薄切りに衣をつけて揚げた天ぷらのこと。大阪府、奈良県、…
786,兵庫県,イカナゴのくぎ煮,「イカナゴのくぎ煮」は生のイカナゴの稚魚を醤油、砂糖、ショウガなどで甘辛く煮た…
787,兵庫県,明石焼／玉子焼,「明石焼」は、小麦粉とじん粉、卵とだし汁を混ぜた生地にタコを入れて焼き、つけ汁に…
788,兵庫県,ぼたん鍋,「ぼたん鍋」は、白と赤の合わせみそをベースにしただし汁に猪肉と季節の野菜を入れて…
789,兵庫県,かつめし,「かつめし」は洋食の皿に盛ったご飯の上に平たいビーフカツをのせ、その上にデミ…
790,兵庫県,ちょぼ汁,どろっとしただし汁に、団子とささげ豆、ズイキが入っている「ちょぼ汁」は、江戸時代…
791,兵庫県,姫路おでん,おでんは一般的には辛子を添えて食べるが、姫路おでんは生姜醤油をかけて、あるいは…
792,兵庫県,丹波黒豆ごはん,丹波篠山の黒大豆は、この地方の粘土質で肥沃な土と昼夜の激しい寒暖差のため、粒が…
793,兵庫県,播州手延べそうめん,コシがあり歯切れの良い食感でゆでのびしにくいことが特徴の播州そうめん「揖保乃糸」…
794,兵庫県,ゆで松葉ガニ,ズワイガニは、山陰では「松葉ガニ」、北陸では「越前ガニ」と呼ばれている。松葉ガニ…
795,兵庫県,出石皿そば,出石焼きの白磁の小皿に盛られたそばを徳利に入ったつゆと薬味で何枚も食べる「出石皿…
796,兵庫県,鯖寿司,伝統料理の鯖ずしは酢で締めた塩鯖を使った寿司だが、姿寿司、棒ずし、にぎり寿司と…
797,兵庫県,とふめし,豆腐めしは、「とふめし」と呼ばれ、ゆでた豆腐やニンジン、ゴボウ、鯖の水煮などを…
798,兵庫県,粕汁,「粕汁」は、大根、ニンジン、ゴボウ、こんにゃくなどを日本酒の醸造工程で出る酒粕で…
799,兵庫県,神戸ビーフステーキ,鉄板の上で肉を焼き、塩とこしょうで味付けし、ステーキソースや辛子で食す「神戸ビーフ…
800,兵庫県,山椒の佃煮,山椒は香辛料の一種で、日本料理の味付けに多く使用されている。平安時代に中国から渡来…
801,兵庫県,ハモすき,ハモすきは、ハモと淡路島産タマネギを寄せ鍋風のだしで煮込んだ鍋料理で淡路島の名物…
802,兵庫県,鍛冶屋鍋,日本で最初の金物の町といわれる三木市の起源は約1500年前で、鍛冶の発達と共に優れた…
803,兵庫県,味噌だれ餃子,焼き餃子には酢や醤油、ラー油を合わせたタレをつけて食べるのが一般的だが、神戸では…
804,兵庫県,にくてん,薄くのばした生地に、味付けをしたジャガイモやすじ肉、こんにゃく、キャベツなどをのせ…
805,兵庫県,こけらずし,乾燥させてほぐした鯛、ベラ、トラハゼなどのそぼろを酢飯にのせて押し寿司にした…
806,兵庫県,焼きアナゴ,焼きアナゴは、開いたアナゴを串に刺しタレをつけて焼いた料理。国内でも有数のアナゴ…
807,兵庫県,高野豆腐粉と野菜の煮物,高野豆腐粉は高野豆腐を作る過程で出る粉で、とふ粉とも呼ばれている。とふ粉と刻んだ…
808,兵庫県,さばのじゃう,サバをネギや白菜など季節の野菜や焼き豆腐などと一緒に煮込むすき焼き風の寄せ鍋で、...
809,兵庫県,とろろご飯,山芋をすりおろして、いりこやかつお節のだし汁でのばしたとろろ汁は、消化を助ける…
810,兵庫県,黒豆煮,丹波篠山の黒大豆は、この地方の粘土質で肥沃な土と昼夜の激しい寒暖差のため、粒が…
811,兵庫県,じゃぶ,鶏肉と糸こんにゃく、ネギ、豆腐、タマネギ、ゴボウなどの野菜を煮たおかずで、家庭で…
812,兵庫県,たこめし,兵庫県のタコ類の捕獲量は全国で2位、マダコでは日本一を誇る。淡路島と神戸から赤穂…
813,兵庫県,はたはたの唐あげ,頭と内臓を取り除いた小型のハタハタを丸ごと油で揚げた唐揚げ。ハタハタはうろこが…
814,兵庫県,いびつもち,真ん中に餡を入れた餅をサルトリイバラの葉で包んだもので、全国的には「かしわ餅」…
815,兵庫県,やたら漬け,やたら漬けの名前は、ナスやキュウリ、しその実やミョウガなど、「やたら野菜を使って…
816,奈良県,柿の葉寿司,「柿の葉寿司」は、塩で締めたサバを酢飯と一緒に柿の葉で包んだ押し寿司のことで...
817,奈良県,奈良のっぺ,奈良の郷土料理の一つであるのっぺは、里芋や大根、人参などを使った具だくさん...
818,奈良県,大和の雑煮,奈良では、豆腐、祝だいこん、金時人参、里芋、丸餅などが入った白味噌仕立ての雑...
819,奈良県,茶粥,9世紀初めに弘法大師（空海）が、唐から茶の種子を持ち帰り、宇陀市の仏隆寺で播い...
820,奈良県,奈良茶飯,毎年3月に東大寺でおこなわれる「お水取り」は、1200年以上の歴史があり、その練行...
821,奈良県,いもぼた,「いもぼた」は、里芋が入ったぼた餅のことである。餅米が貴重だったことから、う...
822,奈良県,かしわのすき焼き,関西地方では食用の鶏肉を「かしわ」と呼んでいる。天神さんの守護神が牛であるこ...
823,奈良県,にゅうめん,奈良県桜井市三輪は素麺発祥の地とされており、この地でつくられる素麺は三輪素麺...
824,奈良県,飛鳥鍋,「飛鳥鍋」は、鶏肉、野菜を牛乳とだし汁で煮込んだ奈良県の郷土料理である。 飛...
825,奈良県,半夏生餅／小麦餅／さなぶり餅,夏至から数えて11日目を「半夏生（はんげしょう）」という。奈良盆地では、「半夏...
826,奈良県,葛餅,「葛餅」は、葛粉から作られる透明でプルプルとした舌触りのいい餅である。葛粉の...
827,奈良県,蕨餅,「蕨餅」は、蕨粉に水や砂糖を加えて加熱しながら混ぜ、冷やして固めた和菓子であ...
828,奈良県,かき氷,ふわふわに削られた氷にかけられたシロップは、それぞれのお店で工夫が凝らされて...
829,奈良県,蛸もみうり,「蛸もみうり」とは、小口切りにしたきゅうりを塩で柔らかくなるまでよくもみ、タ...
830,奈良県,さんま寿司,「さんま寿司」は、主に奈良県吉野郡十津川村の郷土料理として伝わっている。また...
831,奈良県,鮎寿司,吉野山地の清流が育む天然のアユは、川の石に付いた藻を食べて育つ。その香りがス...
832,奈良県,奈良和え,「奈良和え」は、奈良の特産品である奈良漬を使用した和え物で、子どもにも人気の...
833,奈良県,柿なます,奈良県では古くから大根と人参を使用した紅白なますに、干し柿を入れた柿なますが...
834,奈良県,でんがら,「でんがら」は、餡を包んだ餅を朴の葉（ほうのは）でくるんだ伝統菓子。東吉野村...
835,奈良県,ふき俵,大和高原地域では、田植えの始まりの日を「さびらき（早苗開）」といい、「ふき俵...
836,奈良県,まなめはり,「まなめはり」は、塩漬けした下北春まなを使用しためはりずしのことである。高菜...
837,奈良県,色ご飯,奈良県では醤油味の炊き込みご飯のことを「色ご飯」いう。 炊き込みご飯の歴史は...
838,奈良県,ずいきの煮もの,「ずいき」とは里芋の葉柄のことで、唐の芋や八つ頭などの赤茎系品種の葉柄は、ア...
839,奈良県,七色お和え,「七色お和え」は、真言宗の盆のお供え料理の一つである。七色とは、なす、かぼち...
840,奈良県,しきしき,「しきしき」は、小麦粉に水と砂糖を入れて薄く焼いた戦前からある奈良のおやつで...
841,奈良県,大和まなと薄揚げの煮もの,「大和まなと薄揚げの煮もの」は、大和の伝統野菜である大和まなを使用した家庭料...
842,奈良県,いたどりの煮もの,「いたどり」はタデ科の多年生草木で、日本各地に自生し、春の山菜として欠かせな...
843,奈良県,あまごの甘露煮,アマゴは体長20cmほど（30cm以上にもなる）の淡水魚でサケ科サツキマスの一種であ...
844,奈良県,生節とねぎの煮もの,海に面していない奈良県では、日持ちのする生節（なまぶし）を使った煮物がよく食...
845,奈良県,エイの煮こごり,赤エイを甘辛く煮つけた料理で、葛城地域などでは定番の郷土料理である。煮るとエ...
846,和歌山県,おかいさん／茶がゆ,和歌山県では、「茶がゆ」のことを親しみを込めて「おかいさん」または「おかゆさ...
847,和歌山県,めはりずし,漁業や林業が盛んな県南部地域で、忙しい漁や山仕事の合間に簡単に食べられるお弁...
848,和歌山県,金山寺味噌,1249年に、由良の高僧である覚心（かくしん・法燈国師）が、修行先の宗（中国）で...
849,和歌山県,尾の身の刺身,高緯度海域で餌を食べて太ったクジラは、夏が終わると繁殖活動に従事するために低...
850,和歌山県,さんまずし,サンマは、10月下旬から3月になると、産卵のために三陸沖から寒流にのって熊野灘に...
851,和歌山県,ごま豆腐,「ごま豆腐」は、弘法大師（空海）が約1200年前に開いた高野山で、厳しい修行の中...
852,和歌山県,なれずし,祭りなど地域の行事食として古くからつくられている。魚を保存するためにごはんの...
853,和歌山県,いがみの煮付け,一般的には「ブダイ」と呼ばれる、県南部地域の代表的な磯魚。夏場は独特の磯臭さ...
854,和歌山県,うつぼ料理／うつぼの佃煮,「海のギャング」との名称をもつウツボは、気性が激しく、上下に鋭い歯をもつ。ど...
855,和歌山県,梅干し,江戸時代、稲作ができないやせ地は年貢が免除される免租地だった。紀州藩田辺領は...
856,和歌山県,柿の葉寿司,紀の川流域の伊都地方は柿の名産地で、特に、九度山町は富有柿、かつらぎ町はたね...
857,和歌山県,かきまでご飯,日高地方では、昔からお祝い事や法事、ひな節句、お祭りなど人が集まる行事で「か...
858,和歌山県,かきまぶり,紀の川平野の東部に位置する那賀地方では、稲作を中心に、柿や桃など、気候風土に...
859,和歌山県,こけら寿司,「こけら寿司」は、すし飯の上に焼いてほぐした魚やしいたけ、人参、卵などをのせ...
860,和歌山県,しらす丼,3月下旬から5月にかけてシラス漁が最盛期を迎える。この時期、和歌山市の友ヶ島か...
861,和歌山県,みかん餅,和歌山県は、全国でも有数のみかん生産量を誇る。特に有田みかんの産地である有田...
862,和歌山県,いのこ餅,農耕の神様として古くから祀られている亥は、旧暦2月の春の亥の子に訪れて田んぼに...
863,和歌山県,いももち,熊野灘沿いの地域では、海沿いに少しの平野が開け、その背後にはすぐ山が迫ってい...
864,和歌山県,うずみ,「うずみ」は、しいたけや昆布でだしをとったすまし汁に、豆腐やしいたけの具を入...
865,和歌山県,豆ごはん,和歌山県は全国有数のえんどう産地で、印南町、日高川町、みなべ町、御坊市、美浜...
866,和歌山県,ゴンバチの油炒め,「ごんばち」は、正式には「イタドリ」というタデ科の植物で、春になると山に自生...
867,和歌山県,しょうが飯,和歌山市の河西や布引など、紀の川沿いに広がる柔らかい砂地地帯では、温暖な気候...
868,和歌山県,太刀魚料理／太刀魚寿司,和歌山県内の各地で漁獲される太刀魚。中でも、有田市の箕島漁港が面する紀伊水道...
869,和歌山県,はたごんぼずし,「はたごんぼ」は、標高552mの国城山の中腹に位置する橋本市西畑地区で栽培される...
870,和歌山県,ぼうり,後醍醐天皇の皇子であり、大塔宮（おおとうのみや）とも呼ばれる護良親王（もりな...
871,和歌山県,わかめずし,日ノ御埼から和歌山市の沿岸部は、海産物が豊富にとれる紀伊水道に面している。平...
872,和歌山県,わさびずし,有田地方では、昔から田植えや、お盆、秋祭りなど、季節の行事として欠かせないす...
873,鳥取県,いぎす,「いぎす」はえごのりとも呼ばれるいぎす草を使った料理。飛鳥・奈良時代には、す...
874,鳥取県,いただき,大きな油揚げの中に生の米・野菜を詰めて、だし汁でじっくり炊き上げた古くから伝...
875,鳥取県,小豆雑煮,お正月の雑煮は地方色豊かで、全国各地ではいろいろな雑煮が食べられているが、鳥...
876,鳥取県,大山おこわ,「大山おこわ」は大山山麓の食材を使用した醤油味のおこわで、西部地域の郷土料理...
877,鳥取県,柿の葉寿司,鳥取県智頭町に古くから伝わる郷土料理の「柿の葉寿司」は、盆や祭りのおもてなし...
878,鳥取県,どんどろけ飯,豆腐や地元産の野菜を入れた炊き込みごはんのことを鳥取県東部から中部地域にかけ...
879,鳥取県,らっきょう漬け,鳥取県でのらっきょうの栽培は古く、江戸時代まで遡り、参勤交代のとき小石川薬園...
880,鳥取県,とうふちくわ,一般的にちくわといえば、魚肉が普通だが、「とうふちくわ」は全国でも鳥取県中・...
881,鳥取県,いもぼた,「いもぼた」は弓浜半島で古くから伝わるさつまいもを使ったぼたもち。弓浜半島は...
882,鳥取県,こも豆腐,「こも豆腐」はこもにくるまれた素朴な豆腐料理。こもとは、粗く織ったわらのむし...
883,鳥取県,栃餅,「栃餅」につかう栃の実はとてもアクが強いため、そのまま食べると非常に苦く、舌...
884,鳥取県,親ガニのみそ汁,親ガニのみそ汁は、親ガニ（ズワイガニのメス）と大根を使ったシンプルな味噌汁で...
885,鳥取県,アカガレイの子まぶり,「アカガレイの子まぶり」とは、子持ちガレイの卵をカレイの刺身にまぶしたもの。...
886,鳥取県,あごちくわ,普通のちくわの主な原材料は、スケトウダラ・サメ・ホッケなどだが、「あごちくわ...
887,鳥取県,いがい飯,イガイは、三角型のかたちで、貝殻の色は黒褐色、岩礁に着生し、同じイガイ科の貝...
888,鳥取県,スルメの麹漬け,日本海に面している鳥取県は、冬季、北からの寒気により雪が多く積もるため、山間...
889,鳥取県,板わかめ,「板わかめ」は、収穫した生わかめを板状になるように並べて乾燥させた至ってシン...
890,鳥取県,いわし団子,鳥取県の海岸線は、長さが約 130kmあり、その多くが砂浜の海岸。江戸時代から明治...
891,鳥取県,おいり,「おいり」は、残りごはんなどを無駄にしないために家庭でつくられた菓子である。...
892,鳥取県,がんちゃ汁,「がんちゃ汁」は鳥取県のきれいな川でとれる川ガニを使用する。鳥取県ではモクズ...
893,鳥取県,じゃぶ,現在のように肉が簡単に手に入らない時代には、自家用の鶏で料理する貴重なごちそ...
894,鳥取県,そら豆の粉吹き,鳥取県東中部を中心としたそら豆料理。ずっしりと重く甘みのあるそら豆。完熟した...
895,鳥取県,ハタハタ寿司／しろはた寿司,ハタハタの水揚げ港のある鳥取県の賀露地区には、日本海が一望できる丘陵に賀露神...
896,鳥取県,もさえびの刺身,鳥取県で「モサエビ」と呼ばれるエビは、正式名称をクロザコエビという。海水温5℃...
897,鳥取県,焼き鯖の煮付け,東部地域では古くから庶民の味として親しまれてきた。日本海では大量のサバが水揚...
898,鳥取県,呉和え／なすのずんだ和え,「呉和え」は、ゆでた大豆をすり潰した「ご」を衣にして野菜やきのこと和える料理...
899,鳥取県,若桜のおやき,例年5月に初めにおこなわれる「若桜神社大祭」は約400年の歴史があり、2年に1度の5...
900,島根県,干し大根の煮しめ,島根県では、乾物づくりや保存食づくりが脈々と受け継がれている。特に秋から冬にか...
901,島根県,隠岐アラメの炒め煮,海に囲まれた隠岐では、わかめやのりといった多彩な海藻類が収穫できる。水深0mか...
902,島根県,角ずし/箱ずし,「角ずし」、「箱ずし」はともに押しずしの1種。その違いは、使う木枠のかたちや大...
903,島根県,うずめ飯,一見、出汁をかけてわさびをそえたお茶漬けのように見えるが、ごはんの下には小さく...
904,島根県,小豆雑煮,甘さをひかえめに煮た小豆に餅を入れた雑煮。元旦には、岩のりの入った「すまし雑煮...
905,島根県,たけのこ山椒煮,島田地区は、その大部分が山に囲まれ、米を十分に収穫できない地域だった。そういっ...
906,島根県,柿なます,島根県の柿といえば、県内全域で生産されている西条柿がその代表格である。日本海の...
907,島根県,ばくだんおにぎり,隠岐の島は、島根県の北東にある諸島で、4つの主島と180余りの小島で構成されて...
908,島根県,くじらご飯,島根県の西部にあたり、日本海に面する浜田市と益田市。両市に大田市を含めた“石見...
