,県名,料理名,説明
643,愛知県,鬼まんじゅう,「鬼まんじゅう」は、戦中、戦後の食糧難の時代に、比較的手軽に手に入ったさつまいもと小麦粉を使ってつくられ、米の代わりの主食として広まった。角切りにしたさつまいもの角がゴツゴツ見える様が、鬼のツノや金棒を想起させたことからこの名がついたといわれる。地域によって「芋ういろ」や「芋まん」「芋まんじゅう」など、さまざまな呼び名がある。 戦時中は、さつまいもの美味しさよりも量が優先されたため、収穫量が多い“護国芋”という品種が生産されていた。しかし、その味は現在の紅あずまや紅はるか、安納芋といった甘みがあって口当たりがなめらかなものと違い、水っぽく旨味がない芋だったため、これらをいかに美味しく食べるかという工夫から「鬼まんじゅう」が誕生したのではないかといわれている。 その後、高度経済成長期に、農家において腹持ちの良い、安価なおやつとして重宝され、定着していった。
644,愛知県,じょじょきり,渥美半島は、愛知県の東側に位置する半島で、北に三河湾、南は太平洋に面し、海と山の自然に恵まれた地域である。渥美半島は、沖合を流れる黒潮の影響による温暖な気候、日照時間の長さ、快晴日数の多さと、農業に非常に適した環境である。しかし、かつては大きな河川がなく、常に干害に悩まされ、決して肥沃とはいい難いやせた土質だった。昭和に入って豊川用水ができてからは急速に農業が発展し、野菜と花の収穫において日本有数の農業地帯となった。 そんな農業が盛んな渥美半島の農家に明治時代から伝わる料理が「じょじょ切り」である。別称「伊良湖汁粉」とも呼ばれる。うどん状の麺を、砂糖で甘くした汁で煮て食べる。小麦粉で練った細いうどん状の麺のかたちが、ドジョウに似ていることから「じょじょ切り（じょじょはドジョウのこと）」と呼ばれるようになったといわれている。 農作業の合間のおやつ代わりに食べられていたため、疲れをとるために砂糖で甘く仕上げているのが特徴である。
645,愛知県,かりもりの粕漬け,かりもりおよび早生かりもりは明治時代から濃尾平野で栽培されている漬物用の白瓜の一種で、愛知県の伝統野菜に認定されている。現在は、清須市、丹羽郡大口町で主に生産されている。別名・堅瓜（かたうり）の名の通り、非常にかたい瓜のため、漬物以外で食されることはほとんどない。身がしまって厚いことから、漬物にしても歯切れの良い食感を楽しめる。 濃尾平野の南に広がる知多半島は、古くから交通の利便が良く、醸造業が栄えた地域で、最盛期には200を超える酒蔵があったという。かりもりの生産がおこなわれていた地域と近かったこともあり、これらの酒蔵から出る大量の酒粕を使った粕漬けが根づいたのではないかといわれている。丹羽郡扶桑町の特産品である守口大根とともに漬けられることもある（守口大根の酒粕漬けは「守口漬け」といい、これも名古屋名物として知られる）。 かりもりという名は、漬物にした時もカリッと食感が良く、ごはんがもりもり食べられるというところからきているという。
646,愛知県,酢味噌そうめん,八丁味噌に代表される豆味噌（赤味噌）は愛知県の食で欠かせない調味料。豆味噌は、大豆を原料に麹菌を繁殖させ、大豆の麹をつくり、この豆麹を使って長期間、発酵・熟成させたものが豆味噌となる。最低でも1年、長いと2年から3年も熟成させる。こうしてつくられる豆味噌は、濃厚なコクと酸味、独特の渋みを感じさせる味わいになる。この豆味噌の銘柄の一つが八丁味噌である。 八丁味噌が生まれた八丁村(現:岡崎市八帖町)は、徳川家康が生まれた岡崎城から八丁離れたところにあり、東海道と矢作川が交わる交通の要所だったことから、味噌の原料である大豆や塩などを手に入れやすかったといわれる。 豆味噌文化は現在にいたるまで強く日常に根付き、さまざまな味噌料理が楽しめる。「味噌煮込みうどん」や「味噌おでん」、「味噌カツ」、「味噌田楽」などは県外にも広く知られているが、夏に食べる味噌料理として親しまれているのが「酢味噌そうめん」である。 愛知県は、酢についても縁が強く、半田市にある酒造元で手頃な価格で粕酢がつくられるようになり、にぎりずしが江戸の食文化に浸透していったといわれている。半田市の近くに位置する碧南市や安城市で昔からそうめんが食されていたこともあり「酢味噌そうめん」として根づいていったと考えられている。
647,愛知県,へぼ飯,「へぼ」とは、クロスズメバチをはじめとする地蜂の幼虫のことで、いわゆる蜂の子である。かつて、信州から奥三河の山間部において、へぼは貴重なタンパク源であり、地蜂の成虫と幼虫を甘辛く煮つけ、ごはんに混ぜ込んで食べる「へぼ飯」や「へぼの甘露煮」、「へぼ五平餅」などにして食べてきた。現在は、へぼもへぼをとる人も少なくなり、ごちそうとして客に振る舞うものとなっている。 クロスズメバチは地中に巣をつくるので、巣を見つけるにあたっては、餌を巣にまっすぐ持ち帰る蜂の習性を利用する。へぼとりはまず、川魚や、鶏、カエルなどの肉を用意し、蜂が運びやすい大きさに肉を丸めて、目印の綿をつけておく。その目印を手掛かりに蜂の後を追って巣を見つける。以前は水田のあぜなどいたるところに巣をつくっていたが、農薬の影響などもあって山に巣をつくるようになった。 へぼの重さを競う品評会がおこなわれるようになって、初夏に巣を見つけて飼育用の巣箱の中に入れ、秋の品評会まで餌を与えて大きく育てるようになった。飼育しないで、秋になって大きくなった巣をとることもある。
648,愛知県,いがまんじゅう,「おしもん（おこしもん）」は、米粉を熱湯で練って型にはめ、取り出したものに色粉をつけて彩る愛知県の節句菓子。西三河地域では、桃の節句に「いがまんじゅう」を食べる習わしがある。 「いがまんじゅう」は、粒あんもしくはこしあんを、米粉で包み、表面に着色したもち米をつけた菓子で、愛知県以外にも京都や九州にも「いがまんじゅう」があるが、雛祭りの行事食として食べるのは西三河地域独特の風習である。 「いがまんじゅう」の名の由来としては諸説あり、表面につけるもち米が栗の“いが”に似ているというもの、家康の“伊賀越え”からきたというもの、まんじゅうを蒸す時の“香り（飯の香：いいのか）”からきているという説などがある。 岡崎市で食べられる「いがまんじゅう」は、ピンク・黄色・緑でつくられる。ピンクは桃の花、黄色は菜の花、緑色は新芽を意味するほかに、ピンク（赤）は魔除、黄色は豊作祈願、緑色は生命力を意味するという説もある。このあざやかさが雛菓子として定着したゆえんではないかといわれている。
649,愛知県,はぜ佃煮,愛知県の知多半島、渥美半島に挟まれた三河湾は、遠浅が長く続き、六条潟や汐川干潟などの干潟に恵まれている。さらに渥美半島では甘味料になるさつまいもの栽培が盛んであったことも後押しとなり、沿岸部では、古くから取れた魚を長く食べられるようにと佃煮にする風習があり、現在も佃煮屋が点在している。 愛知県の佃煮は“たまり”を使うのが特徴である。このたまりも愛知県を代表する調味料であり、たまり醤油とも呼ばれる。たまりは、豆味噌をつくる過程でにじみ出た液体がはじまりだといわれる。一般的な醤油は麦からつくられるが、たまりはほぼ大豆のみでつくられる。そのため、豆味噌を思わせるような濃厚なコクと旨味を味わえる。 「はぜ佃煮」は、おせち料理に欠かせない一品である。ハゼの顔が翁に似ていることから”長寿”を意味し、また、泳ぎが早いことから目標を早く達成できるといういわれがある。
650,愛知県,煮味噌,愛知県の食で欠かせないのが、八丁味噌に代表される豆味噌（赤味噌）。大豆を原料に麹菌を繁殖させ、大豆の麹をつくり、この豆麹を使って長期間、発酵・熟成させたものが豆味噌となる。最低でも1年、長いと2年から3年も熟成させる。こうしてつくられる豆味噌は、濃厚なコクと酸味、独特の渋みを感じさせる味わいになる。この豆味噌の銘柄の一つが八丁味噌である。 八丁味噌が生まれた八丁村（現：岡崎市八帖町）は、徳川家康が生まれた岡崎城から八丁離れたところにあり、東海道と矢作川が交わる交通の要所だったことから、味噌の原料である大豆や塩などを手に入れやすかったといわれる。 豆味噌文化は現在に至るまで強く根付き、さまざまな味噌料理がつくられ、それは県外にも知られている。「味噌煮込みうどん」や「味噌おでん」、「味噌カツ」などと並んで、愛知県民に親しまれているのが「煮味噌」である。「味噌煮」とも呼ばれるこの料理は、その名の通り、さまざまな具材を味噌で煮返しながらつくる。家庭によってその味やつくり方が異なり、バリエーションは非常に多い。煮物のようにして食べるところもあれば、汁を多めに鍋や味噌汁のようにして食べるところもあるが、根菜がよく使われること、一度に沢山つくることなどが共通している。
651,愛知県,串あさり,愛知県は、全国1位のアサリ漁獲量を誇る。中でも西尾市、蒲郡市の漁獲量が圧倒的に多く、渥美半島、知多半島でもとられている。三河湾における干潟や浅場の造成や豊川河口の六条潟からの稚貝の移植といった資源管理によって供給がされている。また、三河湾のアサリ漁で多い腰マンガ漁に使う網（マンガ）の目を小さいアサリが抜けられる大きさにすることで、アサリを取りすぎないようにする配慮がされている。三河湾は遠浅で波も穏やかなため、アサリが生育しやすい環境になっている。 そのため、三河湾の沿岸地域ではアサリを使った料理が多くつくられる。「串あさり」は、アサリを串に刺して天日干ししただけのシンプルな郷土料理である。 「串あさり」は江戸時代、徳川幕府に献上されていたほか、東海道の宿場でも提供するなど、幅広い人に親しまれていた。国の重要無形民俗文化財に認定された亀崎潮干祭（かめざきしおひまつり）が開催される半田市亀崎では、「串あさり」はこの祭りに欠かせない一品になっている。しかし、現在ではアサリの漁獲量は減少傾向にあり、スーパーマーケットなどでも愛知県産のアサリの販売数は少なくなってきている。
652,愛知県,とうがん汁,愛知県は、とうがんの出荷量が沖縄に次ぐ全国第2位で、とうがん料理も広く浸透している。とうがんはインドが原産で、中国を経由して日本にもたらされたといわれる。奈良時代の文献にとうがんの記載があり、古くから食べられていた食材であったことがうかがえる。夏が旬の野菜であるが、皮が厚くかたいので冷暗所などで保存をすれば冬までもつほど日持ちの良い野菜だったため、“冬瓜（とうがん）”と名付けられたといわれる。 明治時代から栽培されている小ぶりのとうがん「早生とうがん」が愛知県の伝統野菜として知られ、熟した実は白い粉がつくのが特徴である。近年は品種改良によって小ぶりのものが増えているが、昔は大ぶりだったため、戦後の食糧難の時代によく食べられていたという。早生とうがんは、その白い粉が手につくことから敬遠され、近年は琉球とうがんの栽培が主流である。 とうがんは淡白な味わいで味が染みやすいのでさまざまな料理に合うため、味噌汁や煮物、炒め物などさまざまな料理で使われている。数あるとうがん料理の中で親しまれているのが、とうがんに出汁がきいたあんをかけた「とうがん汁」である。
653,愛知県,五平餅,「五平餅」は愛知県・奥三河地域のほか、長野県・木曽、伊那地域、岐阜県・飛騨地域など、中部地方の山間部発祥の郷土料理で、江戸時代中期にはすでに食べられていたといわれる。木こりや狩人といった山の仕事を生業としている人々が、山仕事の安全を祈る祭りである“山の講”の前夜に、この「五平餅」をつくって食べていたという。 「五平」という名の由来や起源については諸説あり、神様へのお供物のことである“御幣”のかたちに似せてつくったという説や、山仕事をする人の携帯食から生まれたという説、さらに「五平さん」という人が昼飯を食べる際、にぎり飯に味噌を塗り、焚き火であぶって食べていたことがはじまりという説などがある。
654,愛知県,あぶらげずし/いなりずし,「あぶらげずし（いなりずし）」の由来は諸説あるが、お稲荷さんにお供えしてあった油揚げの中にごはんを詰めて、すしにしたのがはじまりだといわれる。発祥の地も諸説あり、江戸や名古屋とともに、日本三大稲荷とも呼ばれる豊川稲荷の門前町も発祥の地とされる。豊川稲荷では江戸時代後半に「あぶらげずし」が考え出されたといわれる。 名古屋の「あぶらげずし」は、甘辛く煮た油揚げいっぱいにすし飯を詰め、底を閉じないのが特徴である。また、「あぶらげずし」と「巻きずし」の組み合わせを「助六」と呼んだのは名古屋が最初だといわれる。その由来は、歌舞伎十八番『助六所縁江戸桜（すけろくゆかりのえどざくら）』の主人公・助六からきているという説がある。助六の愛人の名である“揚巻（あげまき）”の“揚げ”から油揚げを使った「あぶらげずし」に見立て、助六がはち巻きをしてきたことから「巻きずし」になぞらえたのではないか、といわれている。 また豊川稲荷の門前町でも、古くから「いなりずし」が販売され、参拝客に振る舞われてきた。出汁を吸った油揚げと酢飯でつくるスタンダードな「いなりずし」も人気があるが、まちおこしの一環で、さまざまな工夫を凝らした創作「あぶらげずし」を出す店舗も多い。
655,愛知県,かきまわし／とりめし,古くから愛知県では、かしわ（とり肉）を使った料理が好まれてきた。愛知県における養鶏は江戸時代後期からはじまり、発展をしながら、明治初期には、有名な「名古屋コーチン」が誕生。現在にいたるまで、養鶏が盛んである。そのため、愛知県ではとり肉料理が多い。手羽先や焼き鳥、水炊き、「かしわのひきずり」に加え、「とりめし」も人気である。 江戸時代は、とり肉が貴重だったため、とり肉が入っていない「とりめしまがい」が食べられたが、鶏の孵化技術が愛知県に持ち込まれて養鶏が盛んになる中で、卵を産まなくなった成鶏をおいしく食べようと「とりめし」がつくられるようになった。成鶏は身がかたいため、ほぐしてごはんの中に混ぜこむことで美味しく食べられるようにしたのがはじまりだといわれる。 また、愛知県では、「とりめし」などの混ぜごはんのことを「かきまわし」や「かきまし」と呼ぶ地域がある。炊き上げたお米と別で味付けした具材を、しっかりかき混ぜることから「かきまわし」、「かきまし」と呼ばれるようになったといわれる。
656,愛知県,黄いないおこわ,端午の節句の料理といえば、「ちまき」や「柏餅」が代表的であるが、愛知県ではこれらに加え、「黄いないおこわ」を食べる習いがある。「黄いないおこわ」の呼び方のほかに、「きいはん」「きめし」とも呼ばれる。大分県や静岡県にも同様の料理があるが、愛知県とは呼び方が違い、それぞれ「おうはん」「染飯（そめいい）」と呼ぶ。 端午の節句では、男子の健やかな成長、無病息災を祈って、さまざまな願掛け、邪気払いをおこなう。たとえば、鯉のぼりは、急流をさかのぼり、竜門という滝を登ると竜になるという言い伝えから、立身出世を願うために飾られ、鎧兜も体を守るという意味合いがある。また菖蒲も端午の節句に欠かせないものであるが、これも悪いものを遠ざける力があるとされ、「ちまき」や菖蒲湯などに取り入れられている。同様に、「黄いないおこわ」も、黄色が邪気を払うとされ、またそえられる黒豆には健康祈願が込められている。 かつて、お祝いの席で振る舞われる赤飯は非常に高級なものだったため、身近で手に入るくちなしの実で黄色く色付けたごはんを、赤飯の代わりに食べたのが、「黄いないおこわ」のはじまりだといわれる。
657,愛知県,ふな味噌,「ふな味噌」は、木曽三川（濃尾平野を流れる木曽川、長良川、揖斐川の三つの川の総称）下流の淡水魚料理で、尾張地域のほか、岐阜県美濃地域西南部、三重県木曽岬町などでも食べられている。 木曽三川は、フナやコイ、ボラなどの川魚に恵まれ、周辺に住む人たちの重要なタンパク源となり、古くから川魚料理が発達した。また、「ふな味噌」に使う豆味噌（赤味噌）も愛知県を代表する調味料である。豆味噌は、大豆を原料に麹菌を繁殖させ、大豆の麹をつくり、この豆麹を使って長期間、発酵・熟成させたものである。最低でも1年、長いと2年から3年も熟成させる。こうしてつくられる豆味噌は、濃厚なコクと酸味、独特の渋味を感じさせる味わいになる。この豆味噌の銘柄の一つが広く知られる八丁味噌である。赤味噌を使うことで川魚特有の臭みを消し、旨味が増す。
658,愛知県,味噌おでん,愛知県の食に欠かせないのが、八丁味噌に代表される豆味噌（赤味噌）。大豆を原料に麹菌を繁殖させ、大豆の麹をつくり、この豆麹を使って長期間、発酵・熟成させたものが豆味噌となる。最低でも1年、長いと2年から3年も熟成させる。こうしてつくられる豆味噌は、濃厚なコクと酸味、独特の渋味を感じさせる味わいになる。この豆味噌の銘柄の一つが八丁味噌である。 八丁味噌が生まれた八丁村（現：岡崎市八帖町）は、徳川家康が生まれた岡崎城から八丁離れたところにあり、東海道と矢作川が交わる交通の要所だったことから、味噌の原料である大豆や塩などを手に入れやすかったといわれる。 そんな豆味噌を使った、愛知県独特のおでんが、「味噌おでん」である。「味噌おでん」は、具材が入った土鍋の真ん中に味噌壺を置き、具材を味噌ダレにつけて食べるというもの。もともとおでんは、煮こみ料理ではなく、味噌田楽がルーツだといわれており、江戸では醤油ベースのだし汁で煮こむおでん（醤油ベースの一般的なおでんは、“関東煮”とも呼ばれる）が広まったが、愛知県では味噌を付けて食べる方法が根づいたと考えられている。
659,愛知県,箱ずし,四角い木枠の中にすし飯をつめ、その上に具材をのせて、上から押してつくる「箱ずし」は、全国に存在する。「箱ずし」の歴史は、握りずしよりも古い。魚と米と塩を長期間漬け込んでつくる「なれずし」からはじまり、室町時代になると「なれずし」よりも、比較的短期間で熟成させる「半なれ」が登場したといわれる。「半なれ」は、「なれずし」と比べると、魚も米も食感が残るため、酸味がきいたごはんそのものも好んで食べられるようになる。この流れから、すし桶や木枠に塩をまぶした魚とごはんを重ね、蓋をして上から重石を置き、数日間発酵させて食べる「箱ずし」の原型が誕生したという。さらにその後、粕酢（かすず）が発明されると、各地でさまざまな食材を使った「箱ずし」が生まれることとなる。かつて米が十分に取れなかった時代、大量のごはんを用意する必要がある「箱ずし」は、非常に贅沢なものだった。 尾張地域および西三河地域中心に食べられている「箱ずし」は「切りずし」ともいい、エビやアナゴ、干ししいたけ、錦糸卵といった具材を斜めに配置しているのが特徴。これは、皆が平等にさまざまな味を楽しめるようにという配慮から考えられたものである。 使用する木枠は、5段から6段を重ねる専用の木箱でつくられる。すし飯と具材を入れた木枠を重ね、横からくさびを打ってまとめて圧力をかける。かつては木枠を持っている家庭も多かったが、現在では持っている家庭も減ってきている。
660,愛知県,味噌煮込みうどん,「味噌煮込みうどん」は、「きしめん」と並び愛知県の代表的な麺料理の一つ。八丁味噌仕立ての汁にコシの強いうどんを入れて煮こんでつくる。「味噌煮込みうどん」は家庭料理だったが、明治時代には一宮市の飲食店で提供されていたとされる。その後、名古屋市を中心とした地域でよく食べられるようになったといわれる。 愛知県を代表する調味料である八丁味噌は、徳川家康の居城であった岡崎城から八丁（約870m）離れたところにある八丁村（現・岡崎市八帖町）が発祥の豆味噌で、濃厚な味わいと色味が特徴である。ほぼ大豆を原料とし、長い期間、発酵と熟成をおこなう。 また八丁味噌は、ほかの味噌と比べて栄養価が高く、三河の地において、その健康効果も踏まえた赤味噌文化が強く根づいていた。そのため、赤味噌を使った郷土料理が愛知県には多数存在し、「味噌煮込みうどん」もその代表的な料理の一つであるといえる。 うどんは、「ほうとう」などと同じく、小麦粉と水だけでつくり、塩は使わない。塩を使わないことで、煮こんでも柔らかくなりにくく、しっかりコシが残るためである。
661,愛知県,もろこずし,細い川が四方八方に流れる尾張地域の水郷地帯では、フナやナマズ、ボラなどの川魚をいかした郷土料理が多く存在する。その中の1つ、”モロコ”を使った「箱ずし」の「もろこずし」も水郷地帯発祥の郷土料理である。モロコとは、コイ科の淡水魚で、成魚になると体長10cmほどになる。水郷地帯では、昔はモロコが豊富にとれたため、江戸時代にはすでに食べられていたといわれる。 「もろこずし」は、5cmほどのモロコを醤油やみりんなどで甘辛く煮漬け、四角い木枠の中のすし飯の上に斜めに配置し、上から押してつくる。具材を斜めに配置していくのは尾張地域でつくられる「箱ずし」の特徴。これは、かつて米が貴重な時代に贅沢な料理であった「箱ずし」を食べる際、皆が平等にさまざまな味を楽しめるようにという配慮から考えられたものである。 近年は水質汚染の問題などから、モロコの漁獲量が減り、川魚の中でも高級魚として知られる。高級魚のモロコの代わりに普段は「ハヤ（ハエ）」で代用することも多い。 名古屋市を中心とした「箱ずし」の特徴は、小さい淡水魚のモロコとハヤ（ハエ）を煮つけてのせることである。ハヤ（ハエ）は小フナをさすことが多く春先の小フナは骨も柔らかいので好まれた。それに対してモロコは1年を通して柔らかくて、骨が口にあたることもないという。
662,愛知県,おしもん/おこしもん,「おしもん」は、米粉を熱湯で練って型にはめ、取り出したものに色粉をつけて彩る、桃の節句のお雛様に供えられる郷土菓子である。雛祭りで食べられる料理といえば、「雛あられ」や「菱餅」、「ちらしずし」などがあるが、愛知県ではこれらに加え、「おしもん」をつくる風習がある。西三河地域では、粒あんもしくはこしあんを、米粉で包み、表面に着色したもち米をつけた「いがまんじゅう」が桃の節句に供えられる。 「おしもん」の由来については諸説あり、型に押してつくる押し物（おしもの）から派生して呼ばれるようになったといわれたという説や、型から起こし外すことから「おこしもん」とも呼ばれたという説もある。名古屋地域では「おしもん」、周辺地域で「おこしもん」と呼ばれることが多い。 木型は、桜や桃、梅、菊などの花の形をしたものに加え、タイやおしどり、蝶々などの生き物、のしや宝船、巾着袋、福助などといった縁起物のモチーフなどがある。
663,愛知県,味噌田楽,豆腐は、奈良・平安時代には既に中国から伝わっていたとされ、精進料理の中の貴重なタンパク源として、貴族・武家社会で食べられるようになったといわれいてる。江戸時代に出版された豆腐の料理本「豆腐百珍」には数多くの豆腐料理が紹介されており、その中に豆腐を切って串に刺し焼いて食べる「田楽」も紹介されている。 平安時代中期ごろから、農村では、田植えの時期などに太鼓の音に合わせて田んぼで踊る風習があり、これを「田楽舞い」と呼んでいた。この田楽舞いを生業とする田楽法師が、いつも白い袴に色付きの上着を着て、一本棒に乗って踊っていたことから、その姿が白い豆腐の上に味噌をのせて串で焼いた豆腐料理と似ていたため、「味噌田楽」や「田楽」などと呼ぶようになったといわれる。 愛知の「味噌田楽」の歴史は古く、その特徴も地域によってさまざまである。三河地域のお店では菜飯と田楽をセットで出す「菜飯田楽」が名物となっており、尾張地域では、生麩を揚げて赤みそを塗った「麩田楽」がある。「菜飯田楽」は江戸時代の東海道の宿場町でも名物にする店があった。
664,愛知県,かしわのひきずり,愛知県では、かしわ（とり肉）を使った料理が好まれてきた。愛知県における養鶏は江戸時代後期からはじまり、発展をしながら、明治初期には有名な”名古屋コーチン”が誕生。現在にいたるまで、養鶏が盛んである。愛知の里山には山鳥が多かったことが影響しているともいう。 そのため、愛知ではとり肉料理が多い。手羽先や焼き鳥、水炊きに加え、全国的に見ても珍しいとり肉を使ったすき焼きである「かしわのひきずり」などが代表的である。 「かしわのひきずり」という名前の由来については諸説あり、一つ目は、昔の包丁は切れ味が悪いためとり肉の皮がしっかり切れず、一切れ持ち上げようとすると、ずるずると引きずってくっついてきたからという説。二つ目は、すき焼き鍋の中で、引きずるようにしてとり肉を焼くからという説。そして、昔、村の若者がほかの家の鶏を盗んだときに、後ろで隠しながら引きずるようにして持って帰ったからという説などがある。
665,愛知県,雑煮,日本各地で、その内容に特色が現れる「雑煮」。出汁の素材や味、中に入れる具材、もちの形状など、地域によってさまざまである。 正月に食べられる「雑煮」は、角餅と尾張地域の伝統野菜である餅菜（もしくは小松菜）をすまし汁でいただく、非常にシンプルな「雑煮」である。シンプルな「雑煮」の成り立ちには、大きく三つの説がある。一つ目は、尾張藩主の徳川宗春が豪華な食事を食べていたところ、将軍の徳川吉宗に叱られたからという説、二つ目は、徳川家康から続く、質素倹約の武士文化が受け継がれているという説、そして三つ目は「名を（もち）上げる」「名（名古屋）を（もち）上げる」と、縁起担ぎとして、餅と菜をかけたという説である。 また愛知県といえば、八丁味噌に代表される「豆味噌」が親しまれているが、「雑煮」では味噌を用いない。その理由としては、日常的に味噌を使うので、正月などのハレの場ではすまし汁を選ぶようにしているのではないかと推察されている。しかし、現在もごく限られた地域で、味噌仕立ての「雑煮」を食べるところもある。 また、愛知県の「雑煮」に欠かせないのが餅菜である。別名・正月菜とも呼ばれる。餅菜は古くから尾張地域で栽培されてきた野菜で、小松菜に似ているが、小松菜よりも柔らかく、甘味があり、アクが少ない。「雑煮」以外にも、生で食べたり、お浸しにして食べられている。
666,三重県,てこねずし,漁師が船上でとれた魚をその場でさばいて、手で混ぜあわせたことから「てこねずし」と呼ばれるようになり、主に海沿いの地域で食されてきたが、現在では、農山漁村の郷土料理百選にも選ばれ、三重県を代表する郷土料理の一品となっている。 三重県は日本でも有数のカツオの漁獲高（「令和元年漁業・養殖業生産統計」農林水産省により第4位）を誇り、中でも熊野灘地域は、一本釣りと曳き縄釣り漁業が盛んな地域である。また、マグロの主要な養殖地となっており、育てられたマグロの身はとても締まっており美味しいといわれている。こうした恵まれた漁場があることから、新鮮な魚が手に入るので、生食で食べる機会が多く、その流れからも「てこねずし」が多く食されている。また比較的簡単につくることができてしかも美味しいので、共働き家庭や子育て世代などにも歓迎されている。
667,三重県,あらめ巻き,三重県には、サガラメ（アラメ）、アカモク、ヒジキ、アオノリ（スジアオノリ）、マクサ（テングサ）、ワカメなど、食用となる天然の海藻が数多くある。また、アサクサノリ、ヒトエグサ（アオサノリ）などの養殖もさかんである。 アラメは昆布の仲間で外観も昆布に似ているが昆布に比べ表面の皺などが粗いことから、アラメと呼ばれている。国内の生産量の大半を三重県が占めており、主に夏の暑い時期（7～9月）に鳥羽志摩地域（時に熊野灘沿岸）で収穫される。古くから伊勢神宮に献上されており、この地域で大切に守られてきた海藻の一つである。また、アワビ、サザエはアラメを餌にしている。 アラメには渋味があるため、海水に浸して渋味を取り、夏の収穫後から秋まで乾燥熟成させ、じっくり煮込んだり蒸して柔らかくする（柔らかくなるには4～5時間かかる。）商品化された干しアラメは20分ぐらい水に戻して旬の魚の切り身を巻き、甘辛いたれで味付けされたものが「あらめ巻き」である。 最近では刻みアラメも商品化され、アラメごはんや煮物にも応用され、京都に出荷して寺の精進料理や京都のおばんざいにも使われている。
668,三重県,伊勢うどん,伊勢食文化圏では、昔から伸ばす手間をかけずに腰の無い太いうどんをつくり、これに味噌だまりを絡ませて食べていたという。伊勢参りが盛んになる江戸時代になると、参宮客にいつでも食べられるようにと、ゆで続けた麺にたまりを掛けてすぐに食べられる店が出来てきた。御木本真珠の御木本幸吉は自宅がうどん店だったので、店で使っていた手塩皿が残されていることから、当時は少しずつ取り分けて食べていたらしい。また、呼び名もただの「うどん」とか「素うどん」とか「並うどん」と呼ばれており、正式に「伊勢うどん」と呼ばれるようになったのは、決して古いことではなく、昭和40年代初め頃、「伊勢うどん」を食べた有名な作詞家がラジオで話した『伊勢の珍しいうどんなので伊勢うどんというのがよいのでは』という趣旨の発言を受けて、昭和47年（1972年）に伊勢市麺類飲食業組合が統一名を決め、組合員向け献立表に記載してから以降とされている。 このように食べ方は古いものであるが、名前は新しい郷土料理という典型である。
669,三重県,あいまぜ,材料をそれぞれ別に煮て味付けをし、合わせて混ぜることから「あいまぜ」という名前になったといわれている。やや甘めの合わせ酢で和えるものが多いが、家庭によって様々である。凍りこんにゃくを入れるのが特徴でもある。凍りこんにゃくは普通のこんにゃくに比べて、冷凍されることでスポンジ状となり、煮汁などの味がしみやすく、生のこんにゃくのぷるんとした食感とは異なり、肉に近い食感となる。「あいまぜ」は元々葬式用料理の「組みもの」をつくった残り物分を細かく切ってつくったもので、いわば端材活用料理であった。だんだん家庭で葬式をしなくなって「あいまぜ」もつくられなくなったが、味を懐かしむ人や人が集まる正月などにわざわざつくられるようになってきている。 地域によっては大根と人参のなますに、しいたけや油揚げ、ちくわなどの煮しめを混ぜ合わせてつくられる。これは、正月のおせち料理の残りを利用してつくられたともいわれている。
670,三重県,こけらずし,東紀州地域では人寄せ事やおめでたい時に、型に入れて押し固める「押しずし」がよくつくられる。これを「こけらずし」というが、この名前の由来は、こけら落としの席に出されていたことや、こけらぶきの屋根のように1枚1枚ずらし重ねて具材を盛り付けたことからと言われている。材料の具材は5種類の奇数にし、彩り豊かな仕上がりとする。5種類の中に1種は必ず魚を使い、主に酢の物にしたものである。魚にはしめサバ、サンマ、アジなど、その時の旬の魚が使用される。このように押しずしが発達したのは東紀州の豊かな木材（主にひのき）を利用したすし型が発達したことによると思われる。押し型には、米一升型、五合型、三合型などといろいろなサイズがある。また最近は伝統的な型に加えて、少人数に適用するように扱いやすい小型のものや一人用、一段用など多くの型がつくられている。また尾鷲市須賀利地区で、二升半用の大きな押し型も使われている。間に敷く植物の葉は、山いちごの葉、花みょうがの葉などで仕切ると、葉のにおいや成分が染み渡り、なんともいえない香りや味がすしの味を引き立たせる。また防腐効果もあるといわれている。なお、都会でこれらの葉が入手できない場合はからし菜、レタスなどで代用すればよい。またすし型の代用は弁当箱を使用する。蓋をひっくり返してその中に盛り込み、弁当箱の身を外向けて押し蓋代わりに上から押さえる。
671,三重県,さんまずし,熊野市有馬町にある産田神社では、子どもに中骨がついたままの「さんまずし」などを食べさせ、健やかな成長を願う「奉飯（ほうはん）」とよばれる行事がある。「さんまずし」は中骨を除くのが一般的だが、奉飯用は骨付きでつくられる。「気骨のある子に育ってほしい」という願いのほか、カルシウムを補う意味もあったのではないかと考えられる。産田神社の鳥居前に「さんま寿し発祥の地」という案内が丸太棒に書かれて建てられている。 主に祝いの席や祭事などで食べられる郷土料理であり、これを地元の名物になればと昭和50年尾鷲市の飲食店が販売を開始して以来、さまざまな店で楽しめるようになり、今では東紀州地域を代表する名物料理となった。なお、この地域ではとにかくハレ食に姿ずしをよくつくり、サンマの季節外にはイワシ、アジ、カマスなどの姿ずしがつくられる。
